word1,word2,count,word1_freq,word1_tag,word2_tag,,525,1,0.37,1409
sa,alas,4,1215,,1,1036,,,,
sa,albert,1,1215,,1,259,,,,
sa,ali,1,1215,,1,259,,,,
sa,alibata,1,1215,,1,259,,,,
sa,alimaong,3,1215,,1,777,,,,
sa,alimpulos,1,1215,,1,259,,,,
sa,alimyon,2,1215,,1,518,,,,
sa,aliwas,1,1215,,1,259,,,,
sa,alternatibong,1,1215,,5,65,,,,
sa,amahan,2,1215,,1,518,,,,
sa,america,1,1215,,1,259,,,,
sa,amerikano,2,1215,,1,518,,,,
sa,amihanang,1,1215,,5,65,,,,
sa,amoa,8,1215,,2,160,,,,
sa,among,18,1215,,2,360,,,,
sa,anak,3,1215,,1,777,,,,
sa,anayng,1,1215,,5,65,,,,
sa,ancestral,1,1215,,5,65,,,,
sa,angayang,1,1215,,5,65,,,,
sa,aninipotâ€ù,2,1215,,,0,,,,
sa,antolohiyang,1,1215,,5,65,,,,
sa,area,1,1215,,1,259,,,,
sa,arsobispo,1,1215,,1,259,,,,
sa,arte,1,1215,,1,259,,,,
sa,artikulong,1,1215,,5,65,,,,
sa,artillery,1,1215,,1,259,,,,
sa,asawa,2,1215,,1,518,,,,
sa,aseras,1,1215,,1,259,,,,
sa,asoy,1,1215,,1,259,,,,
sa,assignment,1,1215,,1,259,,,,
sa,asyenda,1,1215,,1,259,,,,
sa,ato,10,1215,,2,200,,,,
sa,atoa,2,1215,,2,40,,,,
sa,atong,56,1215,,2,1120,,,,
sa,atop,5,1215,,4,115,,,,
sa,atubangan,4,1215,,4,92,,,,
sa,atubangang,1,1215,,5,65,,,,
sa,away,1,1215,,3,43,,,,
sa,awtor,1,1215,,1,259,,,,
sa,ayroplano,1,1215,,1,259,,,,
sa,bâ€™laan,2,1215,,,0,,,,
sa,baba,1,1215,,1,259,,,,
sa,baboy,9,1215,,1,2331,,,,
sa,bag-o,2,1215,,5,130,,,,
sa,bag-ong,9,1215,,5,585,,,,
sa,bagol,1,1215,,1,259,,,,
sa,bahin,1,1215,,1,259,,,,
sa,baho,1,1215,,5,65,,,,
sa,bakasyon,2,1215,,1,518,,,,
sa,bala,1,1215,,1,259,,,,
sa,balaang,1,1215,,5,65,,,,
sa,balak,1,1215,,1,259,,,,
sa,balangay,1,1215,,1,259,,,,
sa,balaod,2,1215,,1,518,,,,
sa,balaod.â€ù,1,1215,,1,259,,,,
sa,balay,30,1215,,1,7770,,,,
sa,balhibong,1,1215,,5,65,,,,
sa,balisaan,2,1215,,1,518,,,,
sa,balitang,1,1215,,5,65,,,,
sa,balod,1,1215,,1,259,,,,
sa,balut,1,1215,,1,259,,,,
sa,bana,1,1215,,1,259,,,,
sa,banay,2,1215,,1,518,,,,
sa,bangis,1,1215,,1,259,,,,
sa,banig,1,1215,,1,259,,,,
sa,banitlong,1,1215,,1,259,,,,
sa,bantay,1,1215,,1,259,,,,
sa,bantogang,1,1215,,5,65,,,,
sa,banyo,2,1215,,1,518,,,,
sa,barangay,2,1215,,1,518,,,,
sa,barili,3,1215,,1,777,,,,
sa,baryo,4,1215,,1,1036,,,,
sa,basahon,1,1215,,1,259,,,,
sa,basakan,1,1215,,1,259,,,,
sa,basurahan.,1,1215,,1,259,,,,
sa,bata,5,1215,,1,1295,,,,
sa,bataan,1,1215,,1,259,,,,
sa,batadila,1,1215,,1,259,,,,
sa,bathalad,1,1215,,1,259,,,,
sa,bathalad-mindanao,1,1215,,1,259,,,,
sa,batohon,1,1215,,1,259,,,,
sa,baybayon,1,1215,,1,259,,,,
sa,bentana,2,1215,,1,518,,,,
sa,biktima,3,1215,,1,777,,,,
sa,biktimang,1,1215,,5,65,,,,
sa,bilanggoan,3,1215,,1,777,,,,
sa,binisaya,20,1215,,1,5180,,,,
sa,binisaya-sinugboanonâ€ù,1,1215,,1,259,,,,
sa,binisayaâ€”,1,1215,,1,259,,,,
sa,binisayang,1,1215,,1,259,,,,
sa,bino,1,1215,,1,259,,,,
sa,birhen-pang-lasang,1,1215,,1,259,,,,
sa,bisag,1,1215,,4,23,,,,
sa,bisaya,26,1215,,1,6734,,,,
sa,bisaya),3,1215,,1,777,,,,
sa,bisayaâ€”,1,1215,,1,259,,,,
sa,bisperas,1,1215,,1,259,,,,
sa,blackboard,2,1215,,1,518,,,,
sa,blotter,1,1215,,1,259,,,,
sa,board,1,1215,,1,259,,,,
sa,bohol,1,1215,,1,259,,,,
sa,bokal,1,1215,,1,259,,,,
sa,boots,1,1215,,1,259,,,,
sa,bowling,1,1215,,1,259,,,,
sa,brgy,2,1215,,1,518,,,,
sa,bugas,1,1215,,1,259,,,,
sa,bugas-humay,1,1215,,1,259,,,,
sa,bugtong,1,1215,,5,65,,,,
sa,bukbok,1,1215,,1,259,,,,
sa,bukid,3,1215,,1,777,,,,
sa,bukirong,1,1215,,5,65,,,,
sa,bukogong,1,1215,,5,65,,,,
sa,bulan,2,1215,,1,518,,,,
sa,bunal,1,1215,,1,259,,,,
sa,bungbong,8,1215,,1,2072,,,,
sa,bungtod,2,1215,,1,518,,,,
sa,buntag,6,1215,,1,1554,,,,
sa,buntagonâ€ù),1,1215,,1,259,,,,
sa,bunyag,1,1215,,1,259,,,,
sa,buot,1,1215,,1,259,,,,
sa,bureau,1,1215,,1,259,,,,
sa,bus,1,1215,,1,259,,,,
sa,butuan,6,1215,,1,1554,,,,
sa,cagayan,2,1215,,1,518,,,,
sa,calatrava,5,1215,,1,1295,,,,
sa,capas,1,1215,,1,259,,,,
sa,cast,1,1215,,1,259,,,,
sa,cauayan,1,1215,,1,259,,,,
sa,cavite,1,1215,,1,259,,,,
sa,cebu,1,1215,,1,259,,,,
sa,cebuano,3,1215,,1,777,,,,
sa,citom,1,1215,,1,259,,,,
sa,city,1,1215,,1,259,,,,
sa,classroom,1,1215,,1,259,,,,
sa,clerk,1,1215,,1,259,,,,
sa,computer,1,1215,,1,259,,,,
sa,conflict,1,1215,,1,259,,,,
sa,coupon,1,1215,,1,259,,,,
sa,crime,1,1215,,1,259,,,,
sa,cultural,2,1215,,1,518,,,,
sa,d.o,2,1215,,1,518,,,,
sa,dagan,1,1215,,3,43,,,,
sa,dagang,1,1215,,5,65,,,,
sa,daghang,3,1215,,5,195,,,,
sa,dagkong,5,1215,,5,325,,,,
sa,dagway,1,1215,,1,259,,,,
sa,dakbayan,4,1215,,1,1036,,,,
sa,dakong,4,1215,,5,260,,,,
sa,dalan,6,1215,,1,1554,,,,
sa,dam,3,1215,,1,777,,,,
sa,dan-ag,1,1215,,1,259,,,,
sa,danao,2,1215,,1,518,,,,
sa,danyos,1,1215,,1,259,,,,
sa,davao,2,1215,,1,518,,,,
sa,daw,2,1215,,4,46,,,,
sa,dayon,4,1215,,4,92,,,,
sa,decree,2,1215,,1,518,,,,
sa,dekada,2,1215,,1,518,,,,
sa,deklarasyon,1,1215,,1,259,,,,
sa,department,2,1215,,1,518,,,,
sa,departure,1,1215,,1,259,,,,
sa,deped,2,1215,,1,518,,,,
sa,di,2,1215,,4,46,,,,
sa,didto,1,1215,,4,23,,,,
sa,dihang,6,1215,,5,390,,,,
sa,dilang,4,1215,,5,260,,,,
sa,dili,2,1215,,4,46,,,,
sa,dinakpang,1,1215,,3,43,,,,
sa,dinalupihan,1,1215,,3,43,,,,
sa,dios,2,1215,,1,518,,,,
sa,diskusyon,2,1215,,1,518,,,,
sa,disyembre,2,1215,,1,518,,,,
sa,diversified,1,1215,,1,259,,,,
sa,diyos,1,1215,,1,259,,,,
sa,doktor,1,1215,,1,259,,,,
sa,dominggo,2,1215,,1,518,,,,
sa,don,1,1215,,1,259,,,,
sa,dos-andanas,1,1215,,1,259,,,,
sa,dugang,1,1215,,5,65,,,,
sa,dugay,1,1215,,4,23,,,,
sa,duha,19,1215,,5,1235,,,,
sa,dul-an,1,1215,,1,259,,,,
sa,dulom,2,1215,,1,518,,,,
sa,dunggan,2,1215,,1,518,,,,
sa,dungganâ€_â€ù,1,1215,,1,259,,,,
sa,duol,1,1215,,4,23,,,,
sa,dyip,1,1215,,1,259,,,,
sa,dyss,3,1215,,1,777,,,,
sa,editor,1,1215,,1,259,,,,
sa,editorial,1,1215,,5,65,,,,
sa,editoryal,1,1215,,5,65,,,,
sa,edukasyon,2,1215,,1,518,,,,
sa,eksakto,1,1215,,4,23,,,,
sa,elementarya,1,1215,,1,259,,,,
sa,emosyon,1,1215,,1,259,,,,
sa,ending,1,1215,,1,259,,,,
sa,enero,2,1215,,1,518,,,,
sa,esena,2,1215,,1,518,,,,
sa,eskuylahan,7,1215,,1,1813,,,,
sa,espeling,8,1215,,1,2072,,,,
sa,espirituwal,1,1215,,5,65,,,,
sa,estados,1,1215,,1,259,,,,
sa,estorya,3,1215,,1,777,,,,
sa,etimolohiya,1,1215,,1,259,,,,
sa,fb,1,1215,,1,259,,,,
sa,filipino/tagalog,2,1215,,1,518,,,,
sa,foreign,1,1215,,5,65,,,,
sa,gabakho,1,1215,,,0,,,,
sa,gabas,1,1215,,,0,,,,
sa,gabi,1,1215,,1,259,,,,
sa,gabii,8,1215,,1,2072,,,,
sa,gabii?,1,1215,,1,259,,,,
sa,gabon,1,1215,,1,259,,,,
sa,gagmayng,3,1215,,5,195,,,,
sa,gamay,2,1215,,5,130,,,,
sa,gamayng,5,1215,,5,325,,,,
sa,gamit,2,1215,,3,86,,,,
sa,gamotpulong,1,1215,,,0,,,,
sa,garbo,2,1215,,,0,,,,
sa,gas,1,1215,,1,259,,,,
sa,gasa,2,1215,,1,518,,,,
sa,gasolina,1,1215,,1,259,,,,
sa,gasolinahan,1,1215,,1,259,,,,
sa,gasoline,2,1215,,1,518,,,,
sa,gawas,11,1215,,4,253,,,,
sa,gawas.,1,1215,,4,23,,,,
sa,gawas),1,1215,,4,23,,,,
sa,gera,1,1215,,,0,,,,
sa,gibantog,1,1215,,3,43,,,,
sa,gibasa,1,1215,,3,43,,,,
sa,gibuhat,3,1215,,3,129,,,,
sa,gidak-on,1,1215,,3,43,,,,
sa,gihapon,1,1215,,4,23,,,,
sa,gihimo,1,1215,,3,43,,,,
sa,gihisgotan,1,1215,,3,43,,,,
sa,giingon,1,1215,,3,43,,,,
sa,giingong,2,1215,,3,86,,,,
sa,giinom,1,1215,,3,43,,,,
sa,gikabalak-an,1,1215,,3,43,,,,
sa,gikagubtang,1,1215,,3,43,,,,
sa,gikahinaman,1,1215,,3,43,,,,
sa,gikahinamang,1,1215,,3,43,,,,
sa,gikatahapang,1,1215,,3,43,,,,
sa,gikawatan,2,1215,,3,86,,,,
sa,gikawatang,1,1215,,3,43,,,,
sa,gilitok,1,1215,,3,43,,,,
sa,ginausar,1,1215,,3,43,,,,
sa,ginoo,2,1215,,1,518,,,,
sa,ginuo,1,1215,,1,259,,,,
sa,gipaburan,1,1215,,3,43,,,,
sa,gipadalikyat,1,1215,,3,43,,,,
sa,gipakitang,1,1215,,3,43,,,,
sa,gipangayo,1,1215,,3,43,,,,
sa,gipanggukod,1,1215,,3,43,,,,
sa,gipatawag,2,1215,,3,86,,,,
sa,gipatulo,1,1215,,3,43,,,,
sa,gipusil-patay,1,1215,,3,43,,,,
sa,gisang-at,1,1215,,3,43,,,,
sa,gisulting,1,1215,,3,43,,,,
sa,gitawag,2,1215,,3,86,,,,
sa,gitugon,1,1215,,3,43,,,,
sa,giwang,1,1215,,3,43,,,,
sa,gobyerno,3,1215,,1,777,,,,
sa,grade,3,1215,,1,777,,,,
sa,gramar,1,1215,,1,259,,,,
sa,grand,1,1215,,5,65,,,,
sa,grasya,1,1215,,1,259,,,,
sa,grupo,1,1215,,1,259,,,,
sa,gubat,3,1215,,,0,,,,
sa,gugma,1,1215,,1,259,,,,
sa,gula,1,1215,,,0,,,,
sa,habagatan-sidlakang,1,1215,,,0,,,,
sa,habalhabal,1,1215,,,0,,,,
sa,hablon,1,1215,,1,259,,,,
sa,haduol,1,1215,,,0,,,,
sa,hagdanan,2,1215,,1,518,,,,
sa,halayong,1,1215,,5,65,,,,
sa,han-ay,1,1215,,1,259,,,,
sa,hangin,2,1215,,1,518,,,,
sa,hapit,1,1215,,4,23,,,,
sa,hapon,2,1215,,4,46,,,,
sa,haskang,1,1215,,5,65,,,,
sa,hatodkawat,1,1215,,,0,,,,
sa,haya,3,1215,,,0,,,,
sa,hayang,1,1215,,5,65,,,,
sa,hayskol,2,1215,,,0,,,,
sa,henerasyon,1,1215,,1,259,,,,
sa,hepe,2,1215,,,0,,,,
sa,herbal,1,1215,,5,65,,,,
sa,higala,1,1215,,1,259,,,,
sa,higanteng,1,1215,,5,65,,,,
sa,higaonon,2,1215,,1,518,,,,
sa,higayon,1,1215,,1,259,,,,
sa,higayong,1,1215,,5,65,,,,
sa,higdaanan,1,1215,,1,259,,,,
sa,hilabihang,1,1215,,,0,,,,
sa,hilak,1,1215,,3,43,,,,
sa,hilang,1,1215,,5,65,,,,
sa,hilom,2,1215,,3,86,,,,
sa,himalatyong,1,1215,,,0,,,,
sa,hinalwang,1,1215,,,0,,,,
sa,hingkod,1,1215,,,0,,,,
sa,hitabo,1,1215,,,0,,,,
sa,home,1,1215,,1,259,,,,
sa,hugaw,1,1215,,,0,,,,
sa,hulagway,1,1215,,,0,,,,
sa,hulusayong,1,1215,,,0,,,,
sa,hunahuna,2,1215,,,0,,,,
sa,hunyo,1,1215,,1,259,,,,
sa,hustong,1,1215,,5,65,,,,
sa,hut-ong,1,1215,,5,65,,,,
sa,ibon,1,1215,,,0,,,,
sa,ice,1,1215,,1,259,,,,
sa,igsoon,3,1215,,1,777,,,,
sa,ika-41,2,1215,,1,518,,,,
sa,ikaduha,1,1215,,1,259,,,,
sa,ikaduhang,3,1215,,5,195,,,,
sa,ikatulong,3,1215,,5,195,,,,
sa,ila,5,1215,,2,100,,,,
sa,ilaga,3,1215,,,0,,,,
sa,ilaga.,1,1215,,,0,,,,
sa,ilaha,2,1215,,2,40,,,,
sa,ilalom,2,1215,,5,130,,,,
sa,ilang,100,1215,,2,2000,,,,
sa,iligan,1,1215,,1,259,,,,
sa,ilubongay,1,1215,,1,259,,,,
sa,imo,2,1215,,2,40,,,,
sa,imoâ€ù,1,1215,,2,20,,,,
sa,imong,3,1215,,2,60,,,,
sa,implementasyon,1,1215,,1,259,,,,
sa,inahan,4,1215,,1,1036,,,,
sa,inahan!),1,1215,,1,259,,,,
sa,inayrang,1,1215,,5,65,,,,
sa,ingon,1,1215,,3,43,,,,
sa,iningles,9,1215,,1,2331,,,,
sa,insek,1,1215,,1,259,,,,
sa,instinct,1,1215,,1,259,,,,
sa,interbiyo,1,1215,,1,259,,,,
sa,internet,2,1215,,1,518,,,,
sa,inyong,4,1215,,2,80,,,,
sa,iring,1,1215,,1,259,,,,
sa,iro,3,1215,,1,777,,,,
sa,isyu,1,1215,,1,259,,,,
sa,itaas,1,1215,,1,259,,,,
sa,itik,1,1215,,1,259,,,,
sa,itoy,7,1215,,1,1813,,,,
sa,iya-iya,1,1215,,2,20,,,,
sa,iya-iyang,1,1215,,2,20,,,,
sa,iyaan,1,1215,,,0,,,,
sa,iyang,121,1215,,2,2420,,,,
sa,ka,1,1215,,9,8,,,,
sa,kaabtik,1,1215,,,0,,,,
sa,kaawaaw,1,1215,,,0,,,,
sa,kaaway,2,1215,,1,518,,,,
sa,kaawayng,1,1215,,,0,,,,
sa,kaayohan,1,1215,,1,259,,,,
sa,kabalaka,1,1215,,,0,,,,
sa,kabalakang,1,1215,,,0,,,,
sa,kabanha,1,1215,,,0,,,,
sa,kabataan,4,1215,,,0,,,,
sa,kabatan-on,1,1215,,,0,,,,
sa,kabatan-onan,1,1215,,,0,,,,
sa,kabaw,1,1215,,,0,,,,
sa,kabililhon,1,1215,,,0,,,,
sa,kabisay-an,2,1215,,,0,,,,
sa,kabukiran,2,1215,,,0,,,,
sa,kadabong,1,1215,,,0,,,,
sa,kadaghanan,3,1215,,,0,,,,
sa,kadaghananâ€ù,1,1215,,,0,,,,
sa,kadagkoan,1,1215,,,0,,,,
sa,kadako,1,1215,,,0,,,,
sa,kadalanan,4,1215,,,0,,,,
sa,kagabhion,8,1215,,,0,,,,
sa,kagahi,1,1215,,,0,,,,
sa,kagamhanan,5,1215,,,0,,,,
sa,kagamhananâ€”,1,1215,,,0,,,,
sa,kagaw,1,1215,,,0,,,,
sa,kaguliyang,3,1215,,,0,,,,
sa,kagutom,4,1215,,,0,,,,
sa,kahayag,2,1215,,,0,,,,
sa,kahigayonan,1,1215,,,0,,,,
sa,kahiladman,1,1215,,,0,,,,
sa,kahilom,1,1215,,,0,,,,
sa,kahimoan,1,1215,,,0,,,,
sa,kahimtang,2,1215,,,0,,,,
sa,kahimuot,1,1215,,,0,,,,
sa,kahinog,1,1215,,,0,,,,
sa,kahiusahan,3,1215,,,0,,,,
sa,kahoy,3,1215,,,0,,,,
sa,kahulogan,1,1215,,,0,,,,
sa,kahumok,1,1215,,,0,,,,
sa,kaisog,1,1215,,,0,,,,
sa,kakamig,1,1215,,,0,,,,
sa,kalag,4,1215,,,0,,,,
sa,kalahian,1,1215,,,0,,,,
sa,kalamboan,3,1215,,,0,,,,
sa,kalami,1,1215,,,0,,,,
sa,kalamposan,1,1215,,,0,,,,
sa,kalaparon,1,1215,,,0,,,,
sa,kaldero,1,1215,,,0,,,,
sa,kalibog,1,1215,,,0,,,,
sa,kalibotan,5,1215,,,0,,,,
sa,kalibotanâ€”,1,1215,,,0,,,,
sa,kalibutan,1,1215,,,0,,,,
sa,kalinaw,1,1215,,,0,,,,
sa,kalipay,3,1215,,,0,,,,
sa,kalisod,2,1215,,,0,,,,
sa,kalit,1,1215,,,0,,,,
sa,kaluoy,1,1215,,,0,,,,
sa,kamaguwangang,1,1215,,,0,,,,
sa,kamalig,2,1215,,,0,,,,
sa,kamanduan,1,1215,,,0,,,,
sa,kamatayon,3,1215,,,0,,,,
sa,kamatis,2,1215,,,0,,,,
sa,kamote,1,1215,,,0,,,,
sa,kampanya,1,1215,,,0,,,,
sa,kamubo,1,1215,,,0,,,,
sa,kamulo,1,1215,,,0,,,,
sa,kanal,1,1215,,,0,,,,
sa,kananam,1,1215,,,0,,,,
sa,kangiob,1,1215,,,0,,,,
sa,kangitngit,2,1215,,,0,,,,
sa,kanhi,1,1215,,,0,,,,
sa,kanhiay,3,1215,,,0,,,,
sa,kanhing,2,1215,,,0,,,,
sa,kaniadto,2,1215,,,0,,,,
sa,kano,1,1215,,,0,,,,
sa,kantang,1,1215,,,0,,,,
sa,kantoâ€ù,1,1215,,,0,,,,
sa,kapalaran,1,1215,,,0,,,,
sa,kapanulatang,2,1215,,,0,,,,
sa,kapaspas,1,1215,,,0,,,,
sa,kapin,1,1215,,,0,,,,
sa,kapit-os,1,1215,,,0,,,,
sa,kapolisan,3,1215,,,0,,,,
sa,kapula,1,1215,,,0,,,,
sa,kapulisan,1,1215,,,0,,,,
sa,karaan,1,1215,,,0,,,,
sa,karne,1,1215,,,0,,,,
sa,karneng,1,1215,,,0,,,,
sa,karon,1,1215,,,0,,,,
sa,karsada,1,1215,,,0,,,,
sa,karsel,2,1215,,,0,,,,
sa,kartero,2,1215,,,0,,,,
sa,kasaba,1,1215,,,0,,,,
sa,kasakit,1,1215,,,0,,,,
sa,kasamtangan,1,1215,,,0,,,,
sa,kasamtangang,1,1215,,,0,,,,
sa,kasaysayan,2,1215,,,0,,,,
sa,kasikbit,2,1215,,,0,,,,
sa,kasilinganan,1,1215,,,0,,,,
sa,kasinatian,1,1215,,,0,,,,
sa,kasingkasing,2,1215,,,0,,,,
sa,kaso,1,1215,,,0,,,,
sa,katabang,1,1215,,,0,,,,
sa,katahoman,1,1215,,,0,,,,
sa,katalagman,1,1215,,,0,,,,
sa,katalagmanâ€ù,1,1215,,,0,,,,
sa,katalaw,1,1215,,,0,,,,
sa,katalirongan,1,1215,,,0,,,,
sa,kataposan,1,1215,,,0,,,,
sa,kataposan?â€ù,1,1215,,,0,,,,
sa,kataposang,3,1215,,,0,,,,
sa,katapusan,1,1215,,,0,,,,
sa,katarongan,1,1215,,,0,,,,
sa,katawhan,4,1215,,,0,,,,
sa,katawhanâ€ù,1,1215,,,0,,,,
sa,katigulangan,2,1215,,,0,,,,
sa,katilingban,3,1215,,,0,,,,
sa,katitikang,2,1215,,,0,,,,
sa,katre,1,1215,,,0,,,,
sa,katugnaw,1,1215,,,0,,,,
sa,katuigan,1,1215,,,0,,,,
sa,kaubanan,1,1215,,,0,,,,
sa,kaugalingon,3,1215,,,0,,,,
sa,kaulohan,1,1215,,,0,,,,
sa,kawa-kawa,1,1215,,,0,,,,
sa,kawad-on,3,1215,,,0,,,,
sa,kawalaan,1,1215,,,0,,,,
sa,kawalay,1,1215,,,0,,,,
sa,kawayan,2,1215,,,0,,,,
sa,kawayang,3,1215,,,0,,,,
sa,kerosene,1,1215,,,0,,,,
sa,kilid,1,1215,,,0,,,,
sa,kiling-kiling,1,1215,,,0,,,,
sa,kilometro,1,1215,,,0,,,,
sa,kinabuhi,5,1215,,,0,,,,
sa,kinaiyahan,1,1215,,,0,,,,
sa,kinanaas,1,1215,,,0,,,,
sa,kinapusorang,1,1215,,,0,,,,
sa,kinatibuk-an,1,1215,,,0,,,,
sa,kinatsila,3,1215,,,0,,,,
sa,kinatsilang,2,1215,,,0,,,,
sa,kinaunhang,1,1215,,,0,,,,
sa,kinupsan,1,1215,,,0,,,,
sa,klase,8,1215,,,0,,,,
sa,kolehiyo,1,1215,,,0,,,,
sa,kolor,1,1215,,,0,,,,
sa,kombensiyon,1,1215,,,0,,,,
sa,komedor,1,1215,,,0,,,,
sa,kompaniya,3,1215,,,0,,,,
sa,komunidad,1,1215,,,0,,,,
sa,kon,1,1215,,,0,,,,
sa,konsepto,2,1215,,,0,,,,
sa,konteksto,4,1215,,,0,,,,
sa,kontrobersiyal,1,1215,,,0,,,,
sa,kosina,5,1215,,,0,,,,
sa,"krimen""",1,1215,,,0,,,,
sa,krisis,1,1215,,,0,,,,
sa,krus,4,1215,,,0,,,,
sa,kuko,1,1215,,,0,,,,
sa,kultura,3,1215,,,0,,,,
sa,kulturag,1,1215,,,0,,,,
sa,kulturang,1,1215,,,0,,,,
sa,kumo,2,1215,,,0,,,,
sa,kuno,1,1215,,,0,,,,
sa,kurso,1,1215,,,0,,,,
sa,kursong,1,1215,,,0,,,,
sa,kusog,1,1215,,,0,,,,
sa,kutsulyo,1,1215,,,0,,,,
sa,kuwarta,1,1215,,,0,,,,
sa,laÂ_was,1,1215,,,0,,,,
sa,lababo,1,1215,,,0,,,,
sa,labing,2,1215,,,0,,,,
sa,lagda,3,1215,,,0,,,,
sa,lahug,1,1215,,,0,,,,
sa,lain,2,1215,,,0,,,,
sa,laing,9,1215,,,0,,,,
sa,lainlaing,6,1215,,,0,,,,
sa,lakat,1,1215,,,0,,,,
sa,laktod,3,1215,,,0,,,,
sa,lalaki,2,1215,,,0,,,,
sa,lalaki?,1,1215,,,0,,,,
sa,lalaki..,1,1215,,,0,,,,
sa,lambigit,1,1215,,,0,,,,
sa,lamparilya,5,1215,,,0,,,,
sa,langgam,3,1215,,,0,,,,
sa,langit,2,1215,,,0,,,,
sa,langyaw,1,1215,,,0,,,,
sa,langyawng,1,1215,,,0,,,,
sa,lantip,1,1215,,,0,,,,
sa,lao,1,1215,,,0,,,,
sa,lapad,2,1215,,,0,,,,
sa,lapu-lapu,2,1215,,,0,,,,
sa,larawan,1,1215,,,0,,,,
sa,las,1,1215,,,0,,,,
sa,lasang,1,1215,,,0,,,,
sa,lasangong,1,1215,,,0,,,,
sa,lawak,3,1215,,,0,,,,
sa,lawas,1,1215,,,0,,,,
sa,layog,1,1215,,,0,,,,
sa,layong,3,1215,,,0,,,,
sa,lent,1,1215,,,0,,,,
sa,leon,1,1215,,,0,,,,
sa,leyte,1,1215,,,0,,,,
sa,liboan,1,1215,,,0,,,,
sa,libon,1,1215,,,0,,,,
sa,libro,1,1215,,,0,,,,
sa,lig-on,1,1215,,,0,,,,
sa,lihok,1,1215,,,0,,,,
sa,lihok-protesta,1,1215,,,0,,,,
sa,likod,3,1215,,,0,,,,
sa,likorang,1,1215,,,0,,,,
sa,lilas,4,1215,,,0,,,,
sa,linamon,2,1215,,,0,,,,
sa,linaw,1,1215,,,0,,,,
sa,ling-on,1,1215,,,0,,,,
sa,lingguwistika,1,1215,,,0,,,,
sa,linghod,1,1215,,,0,,,,
sa,lingkoranan,1,1215,,,0,,,,
sa,linya,1,1215,,,0,,,,
sa,lit-ag,3,1215,,,0,,,,
sa,literatura,2,1215,,,0,,,,
sa,liti,1,1215,,,0,,,,
sa,livelihood,1,1215,,,0,,,,
sa,logging,3,1215,,,0,,,,
sa,looc,1,1215,,,0,,,,
sa,low,1,1215,,,0,,,,
sa,lubi,1,1215,,,0,,,,
sa,lugar,1,1215,,,0,,,,
sa,lugaw,1,1215,,,0,,,,
sa,luha,3,1215,,,0,,,,
